Team_Name,Player_Name,Player_No,espn_url,Position,Age,Height,Weight,College,Salary,espn_id,espn_headshot
Memphis Grizzlies,John Konchar,46,https://www.espn.com/nba/player/_/id/3134932/john-konchar,SG,27,"6' 5""",210 lbs,--,$2_400_000,3134932,https://a.espncdn.com/i/headshots/nba/players/full/3134932.png
Memphis Grizzlies,Jake LaRavia,3,https://www.espn.com/nba/player/_/id/4592691/jake-laravia,F,22,"6' 7""",235 lbs,Wake Forest,$3_199_920,4592691,https://a.espncdn.com/i/headshots/nba/players/full/4592691.png
Memphis Grizzlies,Ja Morant,12,https://www.espn.com/nba/player/_/id/4279888/ja-morant,PG,24,"6' 2""",174 lbs,Murray State,$34_005_250,4279888,https://a.espncdn.com/i/headshots/nba/players/full/4279888.png
Memphis Grizzlies,Scotty Pippen Jr.,-,https://www.espn.com/nba/player/_/id/4431785/scotty-pippen-jr,G,23,"6' 1""",170 lbs,Vanderbilt,--,4431785,https://a.espncdn.com/i/headshots/nba/players/full/4431785.png
Memphis Grizzlies,Derrick Rose,23,https://www.espn.com/nba/player/_/id/3456/derrick-rose,PG,35,"6' 3""",200 lbs,Memphis,$3_196_448,3456,https://a.espncdn.com/i/headshots/nba/players/full/3456.png
Memphis Grizzlies,Marcus Smart,36,https://www.espn.com/nba/player/_/id/2990992/marcus-smart,PG,30,"6' 3""",220 lbs,Oklahoma State,$18_833_712,2990992,https://a.espncdn.com/i/headshots/nba/players/full/2990992.png
Memphis Grizzlies,Lamar Stevens,24,https://www.espn.com/nba/player/_/id/4066405/lamar-stevens,PF,26,"6' 7""",230 lbs,Penn State,$1_930_681,4066405,https://a.espncdn.com/i/headshots/nba/players/full/4066405.png
Memphis Grizzlies,Yuta Watanabe,18,https://www.espn.com/nba/player/_/id/3133838/yuta-watanabe,SF,29,"6' 9""",215 lbs,George Washington,$2_346_614,3133838,https://a.espncdn.com/i/headshots/nba/players/full/3133838.png
Memphis Grizzlies,Ziaire Williams,8,https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,F,22,"6' 9""",185 lbs,Stanford,$4_810_200,4433137,https://a.espncdn.com/i/headshots/nba/players/full/4433137.png
Miami Heat,Bam Adebayo,13,https://www.espn.com/nba/player/_/id/4066261/bam-adebayo,C,26,"6' 9""",255 lbs,Kentucky,$32_600_060,4066261,https://a.espncdn.com/i/headshots/nba/players/full/4066261.png
Miami Heat,Thomas Bryant,31,https://www.espn.com/nba/player/_/id/3934723/thomas-bryant,C,26,"6' 10""",248 lbs,Indiana,$2_528_233,3934723,https://a.espncdn.com/i/headshots/nba/players/full/3934723.png
Miami Heat,Jimmy Butler,22,https://www.espn.com/nba/player/_/id/6430/jimmy-butler,SF,34,"6' 7""",230 lbs,Marquette,$45_183_960,6430,https://a.espncdn.com/i/headshots/nba/players/full/6430.png
Miami Heat,Jamal Cain,8,https://www.espn.com/nba/player/_/id/4278572/jamal-cain,F,24,"6' 6""",191 lbs,Oakland,--,4278572,https://a.espncdn.com/i/headshots/nba/players/full/4278572.png
Miami Heat,Tyler Herro,14,https://www.espn.com/nba/player/_/id/4395725/tyler-herro,PG,24,"6' 5""",195 lbs,Kentucky,$27_000_000,4395725,https://a.espncdn.com/i/headshots/nba/players/full/4395725.png
Miami Heat,Haywood Highsmith,24,https://www.espn.com/nba/player/_/id/4291678/haywood-highsmith,F,27,"6' 5""",220 lbs,Wheeling Jesuit,$1_902_137,4291678,https://a.espncdn.com/i/headshots/nba/players/full/4291678.png
Miami Heat,Jaime Jaquez Jr.,11,https://www.espn.com/nba/player/_/id/4432848/jaime-jaquez-jr,G,23,"6' 6""",225 lbs,UCLA,$3_510_600,4432848,https://a.espncdn.com/i/headshots/nba/players/full/4432848.png
Miami Heat,Nikola Jovic,5,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic,F,20,"6' 10""",205 lbs,--,$2_352_000,4997528,https://a.espncdn.com/i/headshots/nba/players/full/4997528.png
Miami Heat,Kevin Love,42,https://www.espn.com/nba/player/_/id/3449/kevin-love,PF,35,"6' 8""",251 lbs,UCLA,$3_835_738,3449,https://a.espncdn.com/i/headshots/nba/players/full/3449.png
Miami Heat,Caleb Martin,16,https://www.espn.com/nba/player/_/id/3138160/caleb-martin,SF,28,"6' 5""",205 lbs,Nevada,$6_802_950,3138160,https://a.espncdn.com/i/headshots/nba/players/full/3138160.png
Miami Heat,Patty Mills,88,https://www.espn.com/nba/player/_/id/4004/patty-mills,PG,35,"6' 2""",180 lbs,Saint Mary's,$475_908,4004,https://a.espncdn.com/i/headshots/nba/players/full/4004.png
Miami Heat,Josh Richardson,0,https://www.espn.com/nba/player/_/id/2581190/josh-richardson,SG,30,"6' 5""",200 lbs,Tennessee,$2_891_467,2581190,https://a.espncdn.com/i/headshots/nba/players/full/2581190.png
Miami Heat,Duncan Robinson,55,https://www.espn.com/nba/player/_/id/3157465/duncan-robinson,F,29,"6' 7""",215 lbs,Michigan,$18_154_000,3157465,https://a.espncdn.com/i/headshots/nba/players/full/3157465.png
Miami Heat,Orlando Robinson,25,https://www.espn.com/nba/player/_/id/4593049/orlando-robinson,C,23,"6' 10""",235 lbs,Fresno State,$1_801_769,4593049,https://a.espncdn.com/i/headshots/nba/players/full/4593049.png
Miami Heat,Terry Rozier,2,https://www.espn.com/nba/player/_/id/3074752/terry-rozier,SG,29,"6' 1""",190 lbs,Louisville,$22_205_221,3074752,https://a.espncdn.com/i/headshots/nba/players/full/3074752.png
Miami Heat,Cole Swider,21,https://www.espn.com/nba/player/_/id/4397134/cole-swider,F,24,"6' 8""",220 lbs,Syracuse,--,4397134,https://a.espncdn.com/i/headshots/nba/players/full/4397134.png
Miami Heat,Alondes Williams,15,https://www.espn.com/nba/player/_/id/4592216/alondes-williams,G,24,"6' 4""",205 lbs,Wake Forest,--,4592216,https://a.espncdn.com/i/headshots/nba/players/full/4592216.png
Milwaukee Bucks,Giannis Antetokounmpo,34,https://www.espn.com/nba/player/_/id/3032977/giannis-antetokounmpo,PF,29,"6' 11""",243 lbs,--,$45_640_084,3032977.0,https://a.espncdn.com/i/headshots/nba/players/full/3032977.png
Milwaukee Bucks,Thanasis Antetokounmpo,43,https://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo,SF,31,"6' 7""",219 lbs,--,$2_019_706,3102533.0,https://a.espncdn.com/i/headshots/nba/players/full/3102533.png
Milwaukee Bucks,Malik Beasley,5,https://www.espn.com/nba/player/_/id/3907822/malik-beasley,SG,27,"6' 4""",187 lbs,Florida State,$2_019_760,3907822.0,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png
Milwaukee Bucks,MarJon Beauchamp,3,https://www.espn.com/nba/player/_/id/4432179/marjon-beauchamp,F,23,"6' 7""",199 lbs,--,$2_609_400,4432179.0,https://a.espncdn.com/i/headshots/nba/players/full/4432179.png
Milwaukee Bucks,Patrick Beverley,21,https://www.espn.com/nba/player/_/id/3964/patrick-beverley,PG,35,"6' 2""",180 lbs,Arkansas,$2_019_706,3964.0,https://a.espncdn.com/i/headshots/nba/players/full/3964.png
Milwaukee Bucks,Pat Connaughton,24,https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,SG,31,"6' 5""",209 lbs,Notre Dame,$9_423_869,2578239.0,https://a.espncdn.com/i/headshots/nba/players/full/2578239.png
Milwaukee Bucks,Jae Crowder,99,https://www.espn.com/nba/player/_/id/6581/jae-crowder,PF,33,"6' 6""",235 lbs,Marquette,$2_019_760,6581.0,https://a.espncdn.com/i/headshots/nba/players/full/6581.png
Milwaukee Bucks,Danilo Gallinari,12,https://www.espn.com/nba/player/_/id/3428/danilo-gallinari,PF,35,"6' 10""",236 lbs,--,$661_628,3428.0,https://a.espncdn.com/i/headshots/nba/players/full/3428.png
Milwaukee Bucks,Jaylin Galloway,6,https://www.espn.com/nba/player/_/id/5090967/jaylin-galloway,F,21,"6' 7""",190 lbs,--,--,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146
Milwaukee Bucks,AJ Green,20,https://www.espn.com/nba/player/_/id/4397475/aj-green,G,24,"6' 4""",190 lbs,Northern Iowa,$1_801_769,4397475.0,https://a.espncdn.com/i/headshots/nba/players/full/4397475.png
Milwaukee Bucks,Andre Jackson Jr.,44,https://www.espn.com/nba/player/_/id/4432190/andre-jackson-jr,G,22,"6' 6""",209 lbs,UConn,$1_119_563,4432190.0,https://a.espncdn.com/i/headshots/nba/players/full/4432190.png
Milwaukee Bucks,Damian Lillard,0,https://www.espn.com/nba/player/_/id/6606/damian-lillard,PG,33,"6' 2""",195 lbs,Weber State,$45_640_084,6606.0,https://a.espncdn.com/i/headshots/nba/players/full/6606.png
Milwaukee Bucks,Chris Livingston,7,https://www.espn.com/nba/player/_/id/4433622/chris-livingston,F,20,"6' 6""",220 lbs,Kentucky,$1_119_563,4433622.0,https://a.espncdn.com/i/headshots/nba/players/full/4433622.png
Milwaukee Bucks,Brook Lopez,11,https://www.espn.com/nba/player/_/id/3448/brook-lopez,C,35,"7' 1""",282 lbs,Stanford,$25_000_000,3448.0,https://a.espncdn.com/i/headshots/nba/players/full/3448.png
Milwaukee Bucks,Khris Middleton,22,https://www.espn.com/nba/player/_/id/6609/khris-middleton,SF,32,"6' 7""",222 lbs,Texas A&M,$29_320_988,6609.0,https://a.espncdn.com/i/headshots/nba/players/full/6609.png
Milwaukee Bucks,Bobby Portis,9,https://www.espn.com/nba/player/_/id/3064482/bobby-portis,F,29,"6' 10""",250 lbs,Arkansas,$11_710_818,3064482.0,https://a.espncdn.com/i/headshots/nba/players/full/3064482.png
Milwaukee Bucks,Ryan Rollins,55,https://www.espn.com/nba/player/_/id/4591725/ryan-rollins,G,21,"6' 3""",180 lbs,Toledo,--,4591725.0,https://a.espncdn.com/i/headshots/nba/players/full/4591725.png
Minnesota Timberwolves,Nickeil Alexander-Walker,9,https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,SG,25,"6' 5""",205 lbs,Virginia Tech,$4_687_500,4278039,https://a.espncdn.com/i/headshots/nba/players/full/4278039.png
Minnesota Timberwolves,Kyle Anderson,1,https://www.espn.com/nba/player/_/id/2993874/kyle-anderson,SF,30,"6' 9""",230 lbs,UCLA,$9_219_512,2993874,https://a.espncdn.com/i/headshots/nba/players/full/2993874.png
Minnesota Timberwolves,Jaylen Clark,0,https://www.espn.com/nba/player/_/id/4432247/jaylen-clark,G,22,"6' 4""",205 lbs,UCLA,--,4432247,https://a.espncdn.com/i/headshots/nba/players/full/4432247.png
Minnesota Timberwolves,Mike Conley,10,https://www.espn.com/nba/player/_/id/3195/mike-conley,PG,36,"6' 0""",175 lbs,Ohio State,$24_360_000,3195,https://a.espncdn.com/i/headshots/nba/players/full/3195.png
Minnesota Timberwolves,Anthony Edwards,5,https://www.espn.com/nba/player/_/id/4594268/anthony-edwards,SG,22,"6' 4""",225 lbs,Georgia,$9_219_512,4594268,https://a.espncdn.com/i/headshots/nba/players/full/4594268.png
Minnesota Timberwolves,Luka Garza,55,https://www.espn.com/nba/player/_/id/4277951/luka-garza,C,25,"6' 10""",243 lbs,Iowa,--,4277951,https://a.espncdn.com/i/headshots/nba/players/full/4277951.png
Minnesota Timberwolves,Rudy Gobert,27,https://www.espn.com/nba/player/_/id/3032976/rudy-gobert,C,31,"7' 1""",258 lbs,--,$41_000_000,3032976,https://a.espncdn.com/i/headshots/nba/players/full/3032976.png
Minnesota Timberwolves,Justin Jackson,44,https://www.espn.com/nba/player/_/id/3138156/justin-jackson,F,28,"6' 8""",220 lbs,North Carolina,--,3138156,https://a.espncdn.com/i/headshots/nba/players/full/3138156.png
Minnesota Timberwolves,Jaden McDaniels,3,https://www.espn.com/nba/player/_/id/4431671/jaden-mcdaniels,PF,23,"6' 9""",185 lbs,Washington,$3_901_399,4431671,https://a.espncdn.com/i/headshots/nba/players/full/4431671.png
Minnesota Timberwolves,Jordan McLaughlin,6,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin,PG,27,"6' 0""",185 lbs,USC,$2_320_000,3134916,https://a.espncdn.com/i/headshots/nba/players/full/3134916.png
Minnesota Timberwolves,Leonard Miller,33,https://www.espn.com/nba/player/_/id/5044385/leonard-miller,F,20,"6' 10""",210 lbs,--,$1_800_000,5044385,https://a.espncdn.com/i/headshots/nba/players/full/5044385.png
Minnesota Timberwolves,Josh Minott,8,https://www.espn.com/nba/player/_/id/4687718/josh-minott,F,21,"6' 8""",205 lbs,Memphis,$1_719_864,4687718,https://a.espncdn.com/i/headshots/nba/players/full/4687718.png
Minnesota Timberwolves,Wendell Moore Jr.,7,https://www.espn.com/nba/player/_/id/4592187/wendell-moore-jr,G,22,"6' 5""",215 lbs,Duke,$2_421_720,4592187,https://a.espncdn.com/i/headshots/nba/players/full/4592187.png
Minnesota Timberwolves,Monte Morris,23,https://www.espn.com/nba/player/_/id/3059310/monte-morris,PG,28,"6' 2""",183 lbs,Iowa State,$9_800_926,3059310,https://a.espncdn.com/i/headshots/nba/players/full/3059310.png
Minnesota Timberwolves,Daishen Nix,12,https://www.espn.com/nba/player/_/id/4432176/daishen-nix,SG,22,"6' 3""",226 lbs,--,--,4432176,https://a.espncdn.com/i/headshots/nba/players/full/4432176.png
Minnesota Timberwolves,Naz Reid,11,https://www.espn.com/nba/player/_/id/4396971/naz-reid,C,24,"6' 9""",264 lbs,LSU,$12_950_400,4396971,https://a.espncdn.com/i/headshots/nba/players/full/4396971.png
Minnesota Timberwolves,Karl-Anthony Towns,32,https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,C,28,"7' 0""",248 lbs,Kentucky,$36_016_200,3136195,https://a.espncdn.com/i/headshots/nba/players/full/3136195.png
New Orleans Pelicans,Jose Alvarado,15,https://www.espn.com/nba/player/_/id/4277869/jose-alvarado,PG,25,"6' 0""",179 lbs,Georgia Tech,$1_836_096,4277869,https://a.espncdn.com/i/headshots/nba/players/full/4277869.png
New Orleans Pelicans,Izaiah Brockington,21,https://www.espn.com/nba/player/_/id/4278412/izaiah-brockington,G,24,"6' 4""",200 lbs,Iowa State,--,4278412,https://a.espncdn.com/i/headshots/nba/players/full/4278412.png
New Orleans Pelicans,Jalen Crutcher,10,https://www.espn.com/nba/player/_/id/4278352/jalen-crutcher,G,24,"6' 2""",175 lbs,Dayton,--,4278352,https://a.espncdn.com/i/headshots/nba/players/full/4278352.png
New Orleans Pelicans,Dyson Daniels,11,https://www.espn.com/nba/player/_/id/4869342/dyson-daniels,G,20,"6' 7""",199 lbs,--,$5_784_120,4869342,https://a.espncdn.com/i/headshots/nba/players/full/4869342.png
New Orleans Pelicans,Jordan Hawkins,24,https://www.espn.com/nba/player/_/id/4683750/jordan-hawkins,G,21,"6' 5""",190 lbs,UConn,$4_310_160,4683750,https://a.espncdn.com/i/headshots/nba/players/full/4683750.png
New Orleans Pelicans,Malcolm Hill,33,https://www.espn.com/nba/player/_/id/3056245/malcolm-hill,G,28,"6' 6""",220 lbs,Illinois,--,3056245,https://a.espncdn.com/i/headshots/nba/players/full/3056245.png
New Orleans Pelicans,Brandon Ingram,14,https://www.espn.com/nba/player/_/id/3913176/brandon-ingram,SF,26,"6' 8""",190 lbs,Duke,$33_833_400,3913176,https://a.espncdn.com/i/headshots/nba/players/full/3913176.png
New Orleans Pelicans,Herbert Jones,5,https://www.espn.com/nba/player/_/id/4277813/herbert-jones,SF,25,"6' 7""",206 lbs,Alabama,$12_015_150,4277813,https://a.espncdn.com/i/headshots/nba/players/full/4277813.png
New Orleans Pelicans,E.J. Liddell,32,https://www.espn.com/nba/player/_/id/4432821/ej-liddell,F,23,"6' 6""",240 lbs,Ohio State,$1_801_769,4432821,https://a.espncdn.com/i/headshots/nba/players/full/4432821.png
New Orleans Pelicans,Naji Marshall,8,https://www.espn.com/nba/player/_/id/4278594/naji-marshall,SF,26,"6' 6""",220 lbs,Xavier,$1_930_681,4278594,https://a.espncdn.com/i/headshots/nba/players/full/4278594.png
New Orleans Pelicans,CJ McCollum,3,https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,SG,32,"6' 3""",190 lbs,Lehigh,$35_802_469,2490149,https://a.espncdn.com/i/headshots/nba/players/full/2490149.png
New Orleans Pelicans,Trey Murphy III,25,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii,SG,23,"6' 8""",206 lbs,Virginia,$3_359_280,4397688,https://a.espncdn.com/i/headshots/nba/players/full/4397688.png
New Orleans Pelicans,Larry Nance Jr.,22,https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr,PF,31,"6' 8""",245 lbs,Wyoming,$10_375_000,2580365,https://a.espncdn.com/i/headshots/nba/players/full/2580365.png
New Orleans Pelicans,Jeremiah Robinson-Earl,50,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,F,23,"6' 9""",240 lbs,Villanova,$2_196_970,4432813,https://a.espncdn.com/i/headshots/nba/players/full/4432813.png
New Orleans Pelicans,Matt Ryan,37,https://www.espn.com/nba/player/_/id/3908336/matt-ryan,F,26,"6' 6""",215 lbs,Chattanooga,--,3908336,https://a.espncdn.com/i/headshots/nba/players/full/3908336.png
New Orleans Pelicans,Dereon Seabron,0,https://www.espn.com/nba/player/_/id/4431811/dereon-seabron,G,23,"6' 5""",180 lbs,NC State,--,4431811,https://a.espncdn.com/i/headshots/nba/players/full/4431811.png
New Orleans Pelicans,Jonas Valanciunas,17,https://www.espn.com/nba/player/_/id/6477/jonas-valanciunas,C,31,"6' 11""",265 lbs,--,$15_435_000,6477,https://a.espncdn.com/i/headshots/nba/players/full/6477.png
New Orleans Pelicans,Zion Williamson,1,https://www.espn.com/nba/player/_/id/4395628/zion-williamson,PF,23,"6' 6""",284 lbs,Duke,$34_005_250,4395628,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png
New York Knicks,Precious Achiuwa,5,https://www.espn.com/nba/player/_/id/4431679/precious-achiuwa,PF,24,"6' 8""",243 lbs,Memphis,$4_379_527,4431679,https://a.espncdn.com/i/headshots/nba/players/full/4431679.png
New York Knicks,OG Anunoby,8,https://www.espn.com/nba/player/_/id/3934719/og-anunoby,SF,26,"6' 7""",240 lbs,Indiana,$18_642_857,3934719,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png
New York Knicks,Bojan Bogdanovic,44,https://www.espn.com/nba/player/_/id/3593/bojan-bogdanovic,SF,34,"6' 7""",226 lbs,--,$20_000_000,3593,https://a.espncdn.com/i/headshots/nba/players/full/3593.png
New York Knicks,Charlie Brown Jr.,4,https://www.espn.com/nba/player/_/id/4066508/charlie-brown-jr,G,27,"6' 6""",199 lbs,Saint Joseph's,--,4066508,https://a.espncdn.com/i/headshots/nba/players/full/4066508.png
New York Knicks,Jalen Brunson,11,https://www.espn.com/nba/player/_/id/3934672/jalen-brunson,PG,27,"6' 2""",190 lbs,Villanova,$26_346_666,3934672,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png
New York Knicks,Alec Burks,18,https://www.espn.com/nba/player/_/id/6429/alec-burks,SG,32,"6' 5""",214 lbs,Colorado,$10_489_600,6429,https://a.espncdn.com/i/headshots/nba/players/full/6429.png
New York Knicks,Donte DiVincenzo,0,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,SG,27,"6' 4""",203 lbs,Villanova,$10_960_000,3934673,https://a.espncdn.com/i/headshots/nba/players/full/3934673.png
New York Knicks,Mamadi Diakite,21,https://www.espn.com/nba/player/_/id/3947156/mamadi-diakite,F,27,"6' 9""",228 lbs,Virginia,--,3947156,https://a.espncdn.com/i/headshots/nba/players/full/3947156.png
New York Knicks,Josh Hart,3,https://www.espn.com/nba/player/_/id/3062679/josh-hart,SG,29,"6' 4""",215 lbs,Villanova,$12_960_000,3062679,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png
New York Knicks,Isaiah Hartenstein,55,https://www.espn.com/nba/player/_/id/4222252/isaiah-hartenstein,C,25,"7' 0""",250 lbs,--,$9_245_121,4222252,https://a.espncdn.com/i/headshots/nba/players/full/4222252.png
New York Knicks,DaQuan Jeffries,8,https://www.espn.com/nba/player/_/id/3913220/daquan-jeffries,SG,26,"6' 5""",222 lbs,Western Texas Coll. (J.C.),--,3913220,https://a.espncdn.com/i/headshots/nba/players/full/3913220.png
New York Knicks,Miles McBride,2,https://www.espn.com/nba/player/_/id/4431823/miles-mcbride,PG,23,"6' 1""",195 lbs,West Virginia,$1_836_096,4431823,https://a.espncdn.com/i/headshots/nba/players/full/4431823.png
New York Knicks,Shake Milton,5,https://www.espn.com/nba/player/_/id/3915195/shake-milton,SG,27,"6' 5""",205 lbs,SMU,$552_938,3915195,https://a.espncdn.com/i/headshots/nba/players/full/3915195.png
New York Knicks,Julius Randle,30,https://www.espn.com/nba/player/_/id/3064514/julius-randle,PF,29,"6' 8""",250 lbs,Kentucky,$28_226_880,3064514,https://a.espncdn.com/i/headshots/nba/players/full/3064514.png
New York Knicks,Mitchell Robinson,23,https://www.espn.com/nba/player/_/id/4351852/mitchell-robinson,C,25,"7' 0""",240 lbs,--,$15_681_818,4351852,https://a.espncdn.com/i/headshots/nba/players/full/4351852.png
New York Knicks,Jericho Sims,45,https://www.espn.com/nba/player/_/id/4277922/jericho-sims,C,25,"6' 10""",250 lbs,Texas,$1_927_896,4277922,https://a.espncdn.com/i/headshots/nba/players/full/4277922.png
New York Knicks,Jacob Toppin,0,https://www.espn.com/nba/player/_/id/4592461/jacob-toppin,F,23,"6' 8""",200 lbs,Kentucky,--,4592461,https://a.espncdn.com/i/headshots/nba/players/full/4592461.png
Oklahoma City Thunder,Bismack Biyombo,15,https://www.espn.com/nba/player/_/id/6427/bismack-biyombo,C,31,"6' 8""",255 lbs,--,$754_488,6427.0,https://a.espncdn.com/i/headshots/nba/players/full/6427.png
